0.0                 , 9747      
165.97300720214844  , 143       
160.77699279785156  , 13        
150.38499450683594  , 11        
149.08599853515625  , 9         
163.375             , 8         
162.0760040283203   , 8         
152.98300170898438  , 7         
158.1790008544922   , 6         
147.78700256347656  , 6         
156.8800048828125   , 5         
142.59100341796875  , 5         
155.58099365234375  , 4         
154.28199768066406  , 4         
151.6840057373047   , 4         
164.6739959716797   , 3         
146.48800659179688  , 3         
136.0959930419922   , 3         
145.18899536132812  , 2         
141.29200744628906  , 2         
138.69400024414062  , 2         
133.4980010986328   , 2         
132.19900512695312  , 2         
159.47799682617188  , 1         
